Number,Name,Type_1,Type_2,Total,HP,Attack,Defense,Sp_Atk,Sp_Def,Speed,Generation,isLegendary,Color,hasGender,Pr_Male,Egg_Group_1,Egg_Group_2,hasMegaEvolution,Height_m,Weight_kg,Catch_Rate,Body_Style
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,False,Green,False,,Mineral,,False,2.79,330.0,90,bipedal_tailless
624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,False,Red,True,0.5,Human-Like,,False,0.51,10.2,120,bipedal_tailless
625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,False,Red,True,0.5,Human-Like,,False,1.60,70.0,45,bipedal_tailless
626,Bouffalant,Normal,,490,95,110,95,40,95,55,5,False,Brown,True,0.5,Field,,False,1.60,94.6,45,quadruped
627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,False,White,True,1,Flying,,False,0.51,10.5,190,two_wings
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,False,Red,True,1,Flying,,False,1.50,41.0,60,two_wings
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,False,Brown,True,0,Flying,,False,0.51,9.0,190,two_wings
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,False,Brown,True,0,Flying,,False,1.19,39.5,60,two_wings
631,Heatmor,Fire,,484,85,97,66,105,66,65,5,False,Red,True,0.5,Field,,False,1.40,58.0,90,bipedal_tailed
632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,False,Grey,True,0.5,Bug,,False,0.30,33.0,90,insectoid
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,False,Blue,True,0.5,Dragon,,False,0.79,17.3,45,quadruped
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,False,Blue,True,0.5,Dragon,,False,1.40,50.0,45,quadruped
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,False,Blue,True,0.5,Dragon,,False,1.80,160.0,45,bipedal_tailed
636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,False,White,True,0.5,Bug,,False,1.09,28.8,45,insectoid
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,False,White,True,0.5,Bug,,False,1.60,46.0,15,four_wings
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,True,Blue,False,,Undiscovered,,False,2.11,250.0,3,quadruped
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,True,Grey,False,,Undiscovered,,False,1.91,260.0,3,quadruped
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,True,Green,False,,Undiscovered,,False,2.01,200.0,3,quadruped
641,Tornadus,Flying,,580,79,115,70,125,80,111,5,True,Green,True,1,Undiscovered,,False,1.50,63.0,3,head_arms
642,Thundurus,Electric,Flying,580,79,115,70,125,80,111,5,True,Blue,True,1,Undiscovered,,False,1.50,61.0,3,head_arms
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,True,White,False,,Undiscovered,,False,3.20,330.0,3,two_wings
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,True,Black,False,,Undiscovered,,False,2.90,345.0,3,bipedal_tailed
645,Landorus,Ground,Flying,600,89,125,90,115,80,101,5,True,Brown,True,1,Undiscovered,,False,1.50,68.0,3,head_arms
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,True,Grey,False,,Undiscovered,,False,3.00,325.0,3,bipedal_tailed
647,Keldeo,Water,Fighting,580,91,72,90,129,90,108,5,False,Yellow,False,,Undiscovered,,False,1.40,48.5,3,quadruped
648,Meloetta,Normal,Psychic,600,100,77,77,128,128,90,5,False,White,False,,Undiscovered,,False,0.61,6.5,3,bipedal_tailless
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,False,Purple,False,,Undiscovered,,False,1.50,82.5,3,bipedal_tailless
650,Chespin,Grass,,313,56,61,65,48,45,38,6,False,Green,True,0.875,Field,,False,0.41,9.0,45,bipedal_tailed
651,Quilladin,Grass,,405,61,78,95,56,58,57,6,False,Green,True,0.875,Field,,False,0.71,29.0,45,bipedal_tailed
652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,False,Green,True,0.875,Field,,False,1.60,90.0,45,bipedal_tailed
653,Fennekin,Fire,,307,40,45,40,62,60,60,6,False,Red,True,0.875,Field,,False,0.41,9.4,45,quadruped
654,Braixen,Fire,,409,59,59,58,90,70,73,6,False,Red,True,0.875,Field,,False,0.99,14.5,45,bipedal_tailed
655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,False,Red,True,0.875,Field,,False,1.50,39.0,45,bipedal_tailed
656,Froakie,Water,,314,41,56,40,62,44,71,6,False,Blue,True,0.875,Water_1,,False,0.30,7.0,45,quadruped
657,Frogadier,Water,,405,54,63,52,83,56,97,6,False,Blue,True,0.875,Water_1,,False,0.61,10.9,45,bipedal_tailless
658,Greninja,Water,Dark,530,72,95,67,103,71,122,6,False,Blue,True,0.875,Water_1,,False,1.50,40.0,45,bipedal_tailless
659,Bunnelby,Normal,,237,38,36,38,32,36,57,6,False,Brown,True,0.5,Field,,False,0.41,5.0,255,bipedal_tailed
660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,False,Brown,True,0.5,Field,,False,0.99,42.4,127,bipedal_tailed
661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,False,Red,True,0.5,Flying,,False,0.30,1.7,255,two_wings
662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,False,Red,True,0.5,Flying,,False,0.71,16.0,120,two_wings
663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,False,Red,True,0.5,Flying,,False,1.19,24.5,45,two_wings
664,Scatterbug,Bug,,200,38,35,40,27,25,35,6,False,Black,True,0.5,Bug,,False,0.30,2.5,255,insectoid
665,Spewpa,Bug,,213,45,22,60,27,30,29,6,False,Black,True,0.5,Bug,,False,0.30,8.4,120,head_base
666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,False,Black,True,0.5,Bug,,False,1.19,17.0,45,four_wings
667,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,False,Brown,True,0.125,Field,,False,0.61,13.5,220,quadruped
668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,False,Brown,True,0.125,Field,,False,1.50,81.5,65,quadruped
669,Flabébé,Fairy,,303,44,38,39,61,79,42,6,False,White,True,0,Fairy,,False,0.10,0.1,225,head_arms
670,Floette,Fairy,,371,54,45,47,75,98,52,6,False,White,True,0,Fairy,,False,0.20,0.9,120,head_arms
671,Florges,Fairy,,552,78,65,68,112,154,75,6,False,White,True,0,Fairy,,False,1.09,10.0,45,head_arms
672,Skiddo,Grass,,350,66,65,48,62,57,52,6,False,Brown,True,0.5,Field,,False,0.89,31.0,200,quadruped
673,Gogoat,Grass,,531,123,100,62,97,81,68,6,False,Brown,True,0.5,Field,,False,1.70,91.0,45,quadruped
674,Pancham,Fighting,,348,67,82,62,46,48,43,6,False,White,True,0.5,Field,Human-Like,False,0.61,8.0,220,bipedal_tailed
675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,False,White,True,0.5,Field,Human-Like,False,2.11,136.0,65,bipedal_tailless
676,Furfrou,Normal,,472,75,80,60,65,90,102,6,False,White,True,0.5,Field,,False,1.19,28.0,160,quadruped
677,Espurr,Psychic,,355,62,48,54,63,60,68,6,False,Grey,True,0.5,Field,,False,0.30,3.5,190,bipedal_tailed
678,Meowstic,Psychic,,466,74,48,76,83,81,104,6,False,White,True,0.5,Field,,False,0.61,8.5,75,bipedal_tailed
679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,False,Brown,True,0.5,Mineral,,False,0.79,2.0,180,head_base
680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,False,Brown,True,0.5,Mineral,,False,0.84,4.5,90,multiple_bodies
681,Aegislash,Steel,Ghost,520,60,50,150,50,150,60,6,False,Brown,True,0.5,Mineral,,False,1.70,53.0,45,head_base
682,Spritzee,Fairy,,341,78,52,60,63,65,23,6,False,Pink,True,0.5,Fairy,,False,0.20,0.5,200,head_arms
683,Aromatisse,Fairy,,462,101,72,72,99,89,29,6,False,Pink,True,0.5,Fairy,,False,0.79,15.5,140,bipedal_tailless
684,Swirlix,Fairy,,341,62,48,66,59,57,49,6,False,White,True,0.5,Fairy,,False,0.41,3.5,200,head_legs
685,Slurpuff,Fairy,,480,82,80,86,85,75,72,6,False,White,True,0.5,Fairy,,False,0.79,5.0,140,bipedal_tailless
686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,False,Blue,True,0.5,Water_1,Water_2,False,0.41,3.5,190,several_limbs
687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,False,Blue,True,0.5,Water_1,Water_2,False,1.50,47.0,80,head_base
688,Binacle,Rock,Water,306,42,52,67,39,56,50,6,False,Brown,True,0.5,Water_3,,False,0.51,31.0,120,multiple_bodies
689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,False,Brown,True,0.5,Water_3,,False,1.30,96.0,45,multiple_bodies
690,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,False,Brown,True,0.5,Water_1,Dragon,False,0.51,7.3,225,head_base
691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,False,Brown,True,0.5,Water_1,Dragon,False,1.80,81.5,55,head_base
692,Clauncher,Water,,330,50,53,62,58,63,44,6,False,Blue,True,0.5,Water_1,Water_3,False,0.51,8.3,225,insectoid
693,Clawitzer,Water,,500,71,73,88,120,89,59,6,False,Blue,True,0.5,Water_1,Water_3,False,1.30,35.3,55,serpentine_body
694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,False,Yellow,True,0.5,Monster,Dragon,False,0.51,6.0,190,bipedal_tailed
695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,False,Yellow,True,0.5,Monster,Dragon,False,0.99,21.0,75,bipedal_tailed
696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,False,Brown,True,0.875,Monster,Dragon,False,0.79,26.0,45,bipedal_tailed
697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,False,Red,True,0.875,Monster,Dragon,False,2.49,270.0,45,bipedal_tailed
698,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,False,Blue,True,0.875,Monster,,False,1.30,25.2,45,quadruped
699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,False,Blue,True,0.875,Monster,,False,2.69,225.0,45,quadruped
700,Sylveon,Fairy,,525,95,65,65,110,130,60,6,False,Pink,True,0.875,Field,,False,0.99,23.5,45,quadruped
701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,False,Green,True,0.5,Human-Like,,False,0.79,21.5,100,bipedal_tailless
702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,False,Yellow,True,0.5,Field,Fairy,False,0.20,2.2,180,bipedal_tailed
703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,False,Grey,False,,Fairy,Mineral,False,0.30,5.7,60,head_only
704,Goomy,Dragon,,300,45,50,35,55,75,40,6,False,Purple,True,0.5,Dragon,,False,0.30,2.8,45,serpentine_body
705,Sliggoo,Dragon,,452,68,75,53,83,113,60,6,False,Purple,True,0.5,Dragon,,False,0.79,17.5,45,serpentine_body
706,Goodra,Dragon,,600,90,100,70,110,150,80,6,False,Purple,True,0.5,Dragon,,False,2.01,150.5,45,bipedal_tailed
707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,False,Grey,True,0.5,Mineral,,False,0.20,3.0,75,head_only
708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,False,Brown,True,0.5,Grass,Amorphous,False,0.41,7.0,120,head_arms
709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,False,Brown,True,0.5,Grass,Amorphous,False,1.50,71.0,60,several_limbs
710,Pumpkaboo,Ghost,Grass,335,49,66,70,44,55,51,6,False,Brown,True,0.5,Amorphous,,False,0.41,5.0,120,head_only
711,Gourgeist,Ghost,Grass,494,65,90,122,58,75,84,6,False,Brown,True,0.5,Amorphous,,False,1.70,39.0,60,head_base
712,Bergmite,Ice,,304,55,69,85,32,35,28,6,False,Blue,True,0.5,Monster,,False,0.99,99.5,190,quadruped
713,Avalugg,Ice,,514,95,117,184,44,46,28,6,False,Blue,True,0.5,Monster,,False,2.01,505.0,55,quadruped
714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,False,Purple,True,0.5,Flying,,False,0.51,8.0,190,two_wings
715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,False,Purple,True,0.5,Flying,,False,1.50,85.0,45,two_wings
716,Xerneas,Fairy,,680,126,131,95,131,98,99,6,True,Blue,False,,Undiscovered,,False,3.00,215.0,45,quadruped
717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,True,Red,False,,Undiscovered,,False,5.79,203.0,45,two_wings
718,Zygarde,Dragon,Ground,600,108,100,121,81,95,95,6,True,Green,False,,Undiscovered,,False,5.0,305.0,3,serpentine_body
719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,True,Pink,False,,Undiscovered,,True,0.71,8.8,3,head_arms
720,Hoopa,Psychic,Ghost,600,80,110,60,150,130,70,6,True,Purple,False,,Undiscovered,,False,0.51,9.0,3,head_only
721,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,True,Brown,False,,Undiscovered,,False,1.70,195.0,3,quadruped
